time,open,high,low,close,volume,symbol,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_lower,daily_return,volatility_20d
2025-02-10 07:00:00,1.34,1.34,1.33,1.33,283777200,VN30,1.33,1.33,1.33,,0.0,0.0,0.0,,,,
2025-02-11 07:00:00,1.33,1.34,1.33,1.34,237549700,VN30,1.335,1.335,1.335,,0.0007977207977207801,0.00015954415954415603,0.000638176638176624,,,0.7518796992481258,
2025-02-12 07:00:00,1.34,1.34,1.34,1.34,131166500,VN30,1.3366666666666667,1.3366666666666667,1.3366666666666667,,0.001413624889408327,0.0004103603055169902,0.0010032645838913368,,,0.0,
2025-02-13 07:00:00,1.33,1.34,1.33,1.34,139101200,VN30,1.3375000000000001,1.3375000000000001,1.3375000000000001,,0.0018800611448399618,0.0007043004733815845,0.0011757606714583773,,,0.0,
2025-02-14 07:00:00,1.34,1.35,1.34,1.34,185647800,VN30,1.338,1.338,1.338,,0.002224077457273932,0.001008255870160054,0.0012158215871138779,,,0.0,
2025-02-17 07:00:00,1.34,1.34,1.33,1.33,180965000,VN30,1.3366666666666667,1.3366666666666667,1.3366666666666667,,0.001670539497417245,0.0011407125956114923,0.0005298269018057526,,,-0.7462686567164201,
2025-02-18 07:00:00,1.34,1.35,1.33,1.34,176977300,VN30,1.3371428571428574,1.3371428571428574,1.3371428571428574,,0.0020155392212055645,0.0013156779207303068,0.0006998613004752577,,,0.7518796992481258,
2025-02-19 07:00:00,1.34,1.35,1.34,1.34,173290500,VN30,1.3375000000000001,1.3375000000000001,1.3375000000000001,,0.0022628690421655495,0.0015051161450173555,0.000757752897148194,,,0.0,
2025-02-20 07:00:00,1.35,1.35,1.35,1.35,207795900,VN30,1.338888888888889,1.338888888888889,1.338888888888889,,0.003228579083747629,0.0018498087327634104,0.0013787703509842188,,,0.746268656716409,
2025-02-21 07:00:00,1.35,1.36,1.35,1.35,230552100,VN30,1.34,1.34,1.34,,0.00394839659115509,0.0022695263044417466,0.0016788702867133434,,,0.0,
2025-02-24 07:00:00,1.36,1.36,1.35,1.36,296703600,VN30,1.341818181818182,1.341818181818182,1.341818181818182,,0.005265081001902816,0.0028686372439339605,0.0023964437579688555,,,0.7407407407407307,
2025-02-25 07:00:00,1.37,1.37,1.36,1.36,270269100,VN30,1.3433333333333335,1.3433333333333335,1.3433333333333335,,0.006236670429105251,0.003542243880968219,0.002694426548137032,,,0.0,
2025-02-26 07:00:00,1.36,1.36,1.36,1.36,213266600,VN30,1.3446153846153845,1.3446153846153845,1.3446153846153845,,0.006926814049516228,0.004219157914677821,0.002707656134838407,,,0.0,
2025-02-27 07:00:00,1.36,1.36,1.35,1.36,232120100,VN30,1.3457142857142856,1.3457142857142856,1.3457142857142856,81.87710303998577,0.007388586811382103,0.004853043694018677,0.0025355431173634257,,,0.0,
2025-02-28 07:00:00,1.36,1.36,1.35,1.36,237462600,VN30,1.346666666666667,1.346666666666667,1.346666666666667,81.87710303998577,0.007666174168269757,0.0054156697888688935,0.0022505043794008635,,,0.0,
2025-03-03 07:00:00,1.36,1.36,1.36,1.36,260872900,VN30,1.3475000000000001,1.3475000000000001,1.3475000000000001,81.87710303998577,0.007796293332005044,0.005891794497496124,0.0019044988345089204,,,0.0,
